"소재지(시군구)별(1)",소재지(시군구)별(2),2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024
"세종특별자치시",소계,355831,323806,32025,308942,46889,91.00,86.82,371895,338424,33471,325309,46586,91.00,87.47,383591,349068,34523,338341,45250,91.00,88.20,386525,351737,34788,343026,43499,91.00,88.75,390685,355523,35162,348798,41887,91.00,89.28
"세종특별자치시",세종특별자치시,355831,323806,32025,308942,46889,91.00,86.82,371895,338424,33471,325309,46586,91.00,87.47,383591,349068,34523,338341,45250,91.00,88.20,386525,351737,34788,343026,43499,91.00,88.75,390685,355523,35162,348798,41887,91.00,89.28
"경기도",소계,13427014,12380374,1046640,12681769,745245,92.20,94.45,13565450,12489790,1075660,12849184,716266,92.07,94.72,13589432,12499793,1089639,12877804,711628,91.98,94.76,13630821,12523221,1107600,12929995,700826,91.87,94.86,13694685,12567962,1126723,13004436,690249,91.77,94.96
"경기도",수원시,1186078,1186078,0,1186078,0,100.00,100.00,1183714,1183714,0,1183714,0,100.00,100.00,1190964,1190964,0,1190964,0,100.00,100.00,1197257,1197257,0,1197257,0,100.00,100.00,1193005,1193005,0,1193005,0,100.00,100.00
"경기도",성남시,940064,940064,0,940064,0,100.00,100.00,930948,930948,0,930948,0,100.00,100.00,922518,922518,0,922518,0,100.00,100.00,919747,919747,0,919747,0,100.00,100.00,913009,913009,0,913009,0,100.00,100.00
"경기도",고양시,1079216,1018586,60630,1079216,0,94.38,100.00,1079353,1018715,60638,1079353,0,94.38,100.00,1076535,1016055,60480,1076535,0,94.38,100.00,1074907,1015241,59666,1074907,0,94.45,100.00,1070120,1010720,59400,1070120,0,94.45,100.00
"경기도",용인시,1074176,1029383,44793,1014832,59344,95.83,94.48,1077508,1030536,46972,1041343,36165,95.64,96.64,1074971,1037999,36972,1038930,36041,96.56,96.65,1075566,1038593,36973,1039761,35805,96.56,96.67,1085864,1048537,37327,1050475,35389,96.56,96.74
"경기도",부천시,818383,818383,0,818383,0,100.00,100.00,806067,806067,0,806067,0,100.00,100.00,790128,790128,0,790128,0,100.00,100.00,779968,779968,0,779968,0,100.00,100.00,769918,769918,0,769918,0,100.00,100.00
"경기도",안산시,654915,654915,0,654915,0,100.00,100.00,652726,652726,0,652726,0,100.00,100.00,641660,641660,0,641660,0,100.00,100.00,629308,629308,0,629308,0,100.00,100.00,620579,620579,0,620579,0,100.00,100.00
"경기도",안양시,550027,550027,0,550027,0,100.00,100.00,547178,547178,0,547178,0,100.00,100.00,548228,548228,0,548228,0,100.00,100.00,544660,544660,0,544660,0,100.00,100.00,556492,556492,0,556492,0,100.00,100.00
"경기도",남양주시,713321,650548,62773,680284,33037,91.20,95.37,733798,669224,64574,701244,32554,91.20,95.56,737353,673236,64117,705556,31797,91.30,95.69,732265,669290,62975,701079,31186,91.40,95.74,732482,669415,63067,702063,30419,91.39,95.85
"경기도",화성시,855248,624331,230917,781607,73641,73.00,91.39,887015,647521,239494,812367,74648,73.00,91.58,910814,664894,245920,836281,74533,73.00,91.82,944342,689369,254973,870786,73556,73.00,92.21,968821,678175,290646,895620,73201,70.00,92.44
"경기도",평택시,537307,502832,34475,487143,50164,93.58,90.66,564288,530431,33857,524157,40131,94.00,92.89,578529,543818,34711,538689,39840,94.00,93.11,591022,555560,35462,551296,39726,94.00,93.28,598556,562642,35914,559622,38934,94.00,93.50
"경기도",의정부시,461710,461710,0,461710,0,100.00,100.00,463661,463661,0,463661,0,100.00,100.00,463724,463724,0,463724,0,100.00,100.00,464213,464213,0,464213,0,100.00,100.00,461271,461271,0,461271,0,100.00,100.00
"경기도",시흥시,500895,500895,0,500895,0,100.00,100.00,512030,512030,0,512030,0,100.00,100.00,512912,512912,0,512912,0,100.00,100.00,519715,519715,0,519715,0,100.00,100.00,518132,518132,0,518132,0,100.00,100.00
"경기도",파주시,465617,415622,49995,419680,45937,89.26,90.13,483245,432726,50519,437097,46148,89.55,90.45,495315,443441,51874,450034,45281,89.53,90.86,497753,445000,52753,453894,43859,89.40,91.19,511308,457118,54190,469210,42098,89.40,91.77
"경기도",광명시,298599,298599,0,298599,0,100.00,100.00,292893,292893,0,292893,0,100.00,100.00,287945,287945,0,287945,0,100.00,100.00,280197,280197,0,280197,0,100.00,100.00,278167,278167,0,278167,0,100.00,100.00
"경기도",김포시,473970,437570,36400,450481,23489,92.32,95.04,486508,449144,37364,462988,23520,92.32,95.17,484267,447903,36364,460876,23391,92.49,95.17,486172,449708,36464,463464,22708,92.50,95.33,486853,450338,36515,464606,22247,92.50,95.43
"경기도",군포시,273791,273791,0,273791,0,100.00,100.00,268535,268535,0,268535,0,100.00,100.00,266213,266213,0,266213,0,100.00,100.00,261229,261229,0,261229,0,100.00,100.00,255931,255931,0,255931,0,100.00,100.00
"경기도",광주시,382054,205710,176344,353475,28579,53.84,92.52,387289,204907,182382,357904,29385,52.91,92.41,391462,207123,184339,362324,29138,52.91,92.56,391377,207419,183958,362535,28842,53.00,92.63,397605,255786,141819,369340,28265,64.33,92.89
"경기도",이천시,218388,148560,69828,146965,71423,68.03,67.30,223177,151818,71359,150220,72957,68.03,67.31,222721,151450,71271,149511,73210,68.00,67.13,222098,150678,71420,149462,72636,67.84,67.30,222443,150912,71531,149281,73162,67.84,67.11
"경기도",양주시,230359,172769,57590,194996,35363,75.00,84.65,236368,177276,59092,200833,35535,75.00,84.97,243432,182574,60858,207902,35530,75.00,85.40,268026,201019,67007,233197,34829,75.00,87.01,289005,216753,72252,255087,33918,75.00,88.26
"경기도",오산시,229725,229725,0,229725,0,100.00,100.00,229983,229983,0,229983,0,100.00,100.00,229849,229849,0,229849,0,100.00,100.00,229656,229656,0,229656,0,100.00,100.00,242065,242065,0,242065,0,100.00,100.00
"경기도",구리시,197454,197454,0,197454,0,100.00,100.00,191948,191948,0,191948,0,100.00,100.00,188701,188701,0,188701,0,100.00,100.00,187093,187093,0,187093,0,100.00,100.00,186882,186882,0,186882,0,100.00,100.00
"경기도",안성시,187012,148089,38923,118113,68899,79.19,63.16,189534,150780,38754,120657,68877,79.55,63.66,188842,151074,37768,120350,68492,80.00,63.73,189034,152121,36913,121397,67637,80.47,64.22,193949,155159,38790,128862,65087,80.00,66.44
"경기도",포천시,147274,78505,68769,77129,70145,53.31,52.37,148939,79674,69265,79347,69592,53.49,53.27,146701,56331,90370,78555,68146,38.40,53.55,143323,56330,86993,77022,66301,39.30,53.74,141463,55209,86254,75901,65562,39.03,53.65
"경기도",의왕시,163795,163795,0,163795,0,100.00,100.00,163356,163356,0,163356,0,100.00,100.00,160221,160221,0,160221,0,100.00,100.00,158870,158870,0,158870,0,100.00,100.00,154488,154488,0,154488,0,100.00,100.00
"경기도",하남시,293452,293452,0,293452,0,100.00,100.00,320087,320087,0,320087,0,100.00,100.00,326059,326059,0,326059,0,100.00,100.00,329861,329861,0,329861,0,100.00,100.00,329120,329120,0,329120,0,100.00,100.00
"경기도",여주시,111897,73684,38213,74018,37879,65.85,66.15,112150,73851,38299,74373,37777,65.85,66.32,113150,76812,36338,75693,37457,67.89,66.9,114412,77800,36612,77644,36768,68,67.86,114610,77935,36675,78391,36219,68,68.4
"경기도",양평군,118810,82031,36779,30635,88175,69.04,25.78,121230,83677,37553,30966,90264,69.02,25.54,122323,84866,37457,32200,90123,69.38,26.32,125238,88262,36976,35613,89625,70.48,28.44,126804,89366,37438,37683,89121,70.48,29.72
"경기도",동두천시,94353,89635,4718,94353,0,95.00,100.00,93592,88912,4680,93592,0,95.00,100.00,91546,86968,4578,91546,0,95.00,100.00,88626,75332,13294,88626,0,85.00,100.00,86838,73725,13113,86838,0,84.90,100.00
"경기도",과천시,63231,63231,0,63231,0,100.00,100.00,73345,73345,0,73345,0,100.00,100.00,78137,78137,0,78137,0,100.00,100.00,81000,81000,0,81000,0,100.00,100.00,85512,85512,0,85512,0,100.00,100.00
"경기도",가평군,62377,36410,25967,19496,42881,58.37,31.26,62264,36344,25920,19478,42786,58.37,31.28,62150,36277,25873,19539,42611,58.37,31.44,62302,37394,24908,20656,41646,60.02,33.15,62527,20756,41771,21282,41245,33.20,34.04
"경기도",연천군,43516,33990,9526,27227,16289,78.11,62.57,42721,27783,14938,26794,15927,65.03,62.72,42062,31713,10349,26024,16038,75.40,61.87,41584,31331,10253,25882,15702,75.34,62.24,40866,30845,10021,25484,15382,75.48,62.36
"강원특별자치도",소계,1542840,1276651,266189,1181249,361591,82.75,76.56,1538492,1276023,262469,1178542,359950,82.94,76.60,1536498,1274319,262179,1178425,358073,82.94,76.70,1527807,1273158,254649,1171885,355922,83.33,76.70,1517766,1271342,246424,1161389,356377,83.76,76.52
"강원특별자치도",춘천시,282765,258253,24512,229753,53012,91.33,81.25,284594,259923,24671,231940,52654,91.33,81.50,286664,261724,24940,234820,51844,91.30,81.91,286426,261490,24936,234920,51506,91.29,82.02,286069,261164,24905,233597,52472,91.29,81.66
"강원특별자치도",원주시,354376,326159,28217,290063,64313,92.04,81.85,357757,329137,28620,292042,65715,92.00,81.63,360807,328007,32800,294580,66227,90.91,81.64,361503,328640,32863,295357,66146,90.91,81.70,362164,329241,32923,293535,68629,90.91,81.05
"강원특별자치도",강릉시,213321,186464,26857,185159,28162,87.41,86.80,212965,188487,24478,184992,27973,88.51,86.86,211381,188520,22861,183546,27835,89.18,86.83,209439,189119,20320,181497,27942,90.30,86.66,207731,187577,20154,179810,27921,90.30,86.56
"강원특별자치도",동해시,90593,90254,339,90593,0,99.63,100.00,90081,89744,337,90081,0,99.63,100.00,89426,89092,334,89426,0,99.63,100.00,88625,88321,304,88625,0,99.66,100.00,87675,87377,298,87675,0,99.66,100.00
"강원특별자치도",태백시,42719,41736,983,42719,0,97.70,100.00,40844,39904,940,40844,0,97.70,100.00,39428,37457,1971,39428,0,95.00,100.00,38702,36595,2107,38702,0,94.56,100.00,37936,35871,2065,37936,0,94.56,100.00
"강원특별자치도",속초시,82665,82665,0,82665,0,100.00,100.00,82791,82791,0,82791,0,100.00,100.00,82806,82806,0,82806,0,100.00,100.00,82054,82054,0,82054,0,100.00,100.00,80933,80933,0,80933,0,100.00,100.00
"강원특별자치도",삼척시,65243,51607,13636,54734,10509,79.10,83.89,63429,50172,13257,53215,10214,79.10,83.90,63455,50633,12822,53409,10046,79.79,84.17,62651,50634,12017,52760,9891,80.82,84.21,61735,49894,11841,52174,9561,80.82,84.51
"강원특별자치도",홍천군,69242,34380,34862,34932,34310,49.65,50.45,68365,33634,34731,34186,34179,49.20,50.01,67977,34379,33598,34152,33825,50.57,50.24,67309,34111,33198,33665,33644,50.68,50.02,66717,34025,32692,33708,33009,51.00,50.52
"강원특별자치도",횡성군,46472,19013,27459,20755,25717,40.91,44.66,46481,19017,27464,20967,25514,40.91,45.11,46532,19041,27491,20964,25568,40.92,45.05,46359,19575,26784,20789,25570,42.22,44.84,46111,19470,26641,20694,25417,42.22,44.88
"강원특별자치도",영월군,38662,23970,14692,22192,16470,62.00,57.40,37904,23500,14404,21824,16080,62.00,57.58,37728,24500,13228,21708,16020,64.94,57.54,37332,24243,13089,21389,15943,64.94,57.29,36721,23846,12875,20847,15874,64.94,56.77
"강원특별자치도",평창군,41681,16672,25009,8572,33109,40.00,20.57,40996,16398,24598,8444,32552,40.00,20.60,40990,16387,24603,8407,32583,39.98,20.51,40659,16080,24579,8364,32295,39.55,20.57,40396,15976,24420,8342,32054,39.55,20.65
"강원특별자치도",정선군,36870,24334,12536,23813,13057,66.00,64.59,35675,23545,12130,22931,12744,66.00,64.28,34931,23054,11877,22393,12538,66.00,64.11,34202,22573,11629,21793,12409,66.00,63.72,33515,22120,11395,21358,12157,66.00,63.73
"강원특별자치도",철원군,44699,39812,4887,36522,8177,89.07,81.71,43340,38420,4920,35534,7806,88.65,81.99,42256,38000,4256,34670,7586,89.93,82.05,41448,37462,3986,34087,7361,90.38,82.24,40497,36602,3895,33431,7066,90.38,82.55
"강원특별자치도",화천군,24857,13696,11161,8427,16430,55.10,33.90,24195,13331,10864,8335,15860,55.10,34.45,23388,12886,10502,8139,15249,55.10,34.80,23007,12686,10321,8160,14847,55.14,35.47,22922,12638,10284,8288,14634,55.13,36.16
"강원특별자치도",양구군,22278,12293,9985,14214,8064,55.18,63.80,21748,12001,9747,13802,7946,55.18,63.46,21383,11771,9612,13609,7774,55.05,63.64,21056,11558,9498,13484,7572,54.89,64.04,20621,11319,9302,13175,7446,54.89,63.89
"강원특별자치도",인제군,31694,28525,3169,10355,21339,90.00,32.67,32165,28949,3216,10828,21337,90.00,33.66,32206,29037,3169,10785,21421,90.16,33.49,32020,29138,2882,10644,21376,91.00,33.24,31535,29138,2397,10513,21022,92.40,33.34
"강원특별자치도",고성군,26757,14505,12252,13232,13525,54.21,49.45,27249,14772,12477,13099,14150,54.21,48.07,27274,14786,12488,12978,14296,54.21,47.58,27305,15597,11708,13089,14216,57.12,47.94,26999,21534,5465,12968,14031,79.76,48.03
"강원특별자치도",양양군,27946,12313,15633,12549,15397,44.06,44.90,27913,12298,15615,12687,15226,44.06,45.45,27866,12239,15627,12605,15261,43.92,45.23,27710,13282,14428,12506,15204,47.93,45.13,27489,12617,14872,12405,15084,45.90,45.13
"충청북도",소계,1600837,1262746,338091,1273213,327624,78.88,79.53,1597427,1270768,326659,1273813,323614,79.55,79.74,1595058,1286778,308280,1273718,321340,80.67,79.85,1593469,1311268,282201,1274625,318844,82.29,79.99,1591177,1307094,284083,1274903,316274,82.15,80.12
"충청북도",청주시,844993,769789,75204,775873,69120,91.10,91.82,848482,772967,75515,780235,68247,91.10,91.96,849573,773513,76060,782359,67214,91.05,92.09,852189,790918,61271,786307,65882,92.81,92.27,854537,793097,61440,789893,64644,92.81,92.44
"충청북도",충주시,210186,164128,46058,158934,51252,78.09,75.62,209358,174727,34631,158036,51322,83.46,75.49,208277,176720,31557,156801,51476,84.85,75.28,207778,176710,31068,155420,52358,85.05,74.80,207241,174846,32395,155009,52232,84.37,74.80
"충청북도",제천시,133018,119001,14017,116957,16061,89.46,87.93,131591,115647,15944,115619,15972,87.88,87.86,130988,117635,13353,115116,15872,89.81,87.88,130194,116333,13861,114280,15914,89.35,87.78,128569,109968,18601,112865,15704,85.53,87.79
"충청북도",보은군,32412,13891,18521,14938,17474,42.86,46.09,31878,13662,18216,14757,17121,42.86,46.29,31455,15306,16149,14543,16912,48.66,46.23,31010,14920,16090,14356,16654,48.11,46.29,30527,12695,17832,14195,16332,41.59,46.50
"충청북도",옥천군,50527,29029,21498,28977,21550,57.45,57.35,50093,28780,21313,29064,21029,57.45,58.02,49520,28835,20685,28635,20885,58.23,57.83,48891,29263,19628,28309,20582,59.85,57.90,48204,28852,19352,28072,20132,59.85,58.24
"충청북도",영동군,47475,24820,22655,20911,26564,52.28,44.05,45773,23930,21843,20163,25610,52.28,44.05,44956,31524,13432,19729,25227,70.12,43.89,44195,30981,13214,19449,24746,70.10,44.01,43551,37587,5964,19245,24306,86.31,44.19
"충청북도",진천군,83718,47024,36694,58293,25425,56.17,69.63,85176,47843,37333,59782,25394,56.17,70.19,86147,49242,36905,60087,26060,57.16,69.75,86254,58252,28002,60350,25904,67.54,69.97,86537,57556,28981,60915,25622,66.51,70.39
"충청북도",괴산군,39393,12724,26669,10506,28887,32.30,26.67,38122,12313,25809,9753,28369,32.30,25.58,37055,11969,25086,9481,27574,32.30,25.59,36590,11881,24709,9353,27237,32.47,25.56,36252,10965,25287,9218,27034,30.25,25.43
"충청북도",음성군,93153,37271,55882,36873,56280,40.01,39.58,92197,36888,55309,36235,55962,40.01,39.30,92058,36832,55226,36247,55811,40.01,39.37,91183,36473,54710,35803,55380,40.00,39.26,91236,36494,54742,34955,56281,40.00,38.31
"충청북도",단양군,29155,13739,15416,16034,13121,47.12,55.00,28331,13439,14892,15552,12779,47.44,54.89,27767,13157,14610,15229,12538,47.38,54.85,27701,13186,14515,15232,12469,47.60,54.99,27352,13020,14332,15040,12312,47.60,54.99
"충청북도",증평군,36807,31330,5477,34917,1890,85.12,94.87,36426,30572,5854,34617,1809,83.93,95.03,37262,32045,5217,35491,1771,86.00,95.25,37484,32351,5133,35766,1718,86.31,95.42,37171,32014,5157,35496,1675,86.13,95.49
"충청남도",소계,2121029,1573042,547987,1494885,626144,74.16,70.48,2119257,1573861,545396,1497405,621852,74.26,70.66,2123037,1583332,539705,1498373,624664,74.58,70.58,2130119,1600511,529608,1498739,631380,75.14,70.36,2136574,1616529,520045,1501782,634792,75.66,70.29
"충청남도",천안시,658808,589164,69644,623682,35126,89.43,94.67,658486,588876,69610,623796,34690,89.43,94.73,657559,588048,69511,622996,34563,89.43,94.74,655959,586427,69532,622201,33758,89.40,94.85,659920,589969,69951,620994,38926,89.40,94.10
"충청남도",공주시,104545,71812,32733,67688,36857,68.69,64.75,103145,70850,32295,67022,36123,68.69,64.98,102571,70497,32074,66982,35589,68.73,65.30,102104,70498,31606,67066,35038,69.05,65.68,101285,70407,30878,67007,34278,69.51,66.16
"충청남도",보령시,100229,56605,43624,66550,33679,56.48,66.40,98408,55577,42831,65536,32872,56.48,66.60,97157,54870,42287,65132,32025,56.48,67.04,95772,54088,41684,64564,31208,56.48,67.41,93780,52963,40817,63476,30304,56.48,67.69
"충청남도",아산시,316129,246118,70011,208925,107204,77.85,66.09,324580,252245,72335,213569,111011,77.71,65.80,334539,259985,74554,216377,118162,77.71,64.68,345796,276989,68807,215146,130650,80.10,62.22,355014,294662,60352,217664,137350,83.00,61.31
"충청남도",서산시,175591,122576,53015,107428,68163,69.81,61.18,176645,123120,53525,109508,67137,69.70,61.99,176413,125120,51293,108982,67431,70.92,61.78,176011,125110,50901,109044,66967,71.08,61.95,174445,122112,52333,107890,66555,70.00,61.85
"충청남도",논산시,116675,68633,48042,73519,43156,58.82,63.01,114483,67558,46925,72240,42243,59.01,63.10,112617,66687,45930,71337,41280,59.22,63.34,110423,64457,45966,69936,40487,58.37,63.33,108529,59363,49166,68858,39671,54.70,63.45
"충청남도",계룡시,42822,42822,0,8618,34204,100.00,20.13,43331,43331,0,8573,34758,100.00,19.78,44475,44475,0,8340,36135,100.00,18.75,46667,46667,0,8139,38528,100.00,17.44,46540,46540,0,8073,38467,100.00,17.35
"충청남도",당진시,166249,106253,59996,103326,62923,63.91,62.15,167092,107314,59778,105164,61928,64.22,62.94,168253,109321,58932,106935,61318,64.97,63.56,170302,112718,57584,110222,60080,66.19,64.72,171931,116575,55356,113270,58661,67.80,65.88
"충청남도",금산군,51413,28873,22540,22858,28555,56.16,44.46,50477,28347,22130,22381,28096,56.16,44.34,50092,26944,23148,22420,27672,53.79,44.76,50093,26943,23150,22825,27268,53.79,45.57,49615,26685,22930,22600,27015,53.78,45.55
"충청남도",부여군,65354,38483,26871,20330,45024,58.88,31.11,63774,37553,26221,19575,44199,58.88,30.69,62343,36710,25633,18977,43366,58.88,30.44,61046,36210,24836,18528,42518,59.32,30.35,59550,35730,23820,18022,41528,60.00,30.26
"충청남도",서천군,51866,24662,27204,24870,26996,47.55,47.95,50745,24129,26616,24420,26325,47.55,48.12,49964,24572,25392,24222,25742,49.18,48.48,49116,23062,26054,23875,25241,46.95,48.61,48204,22634,25570,23480,24724,46.95,48.71
"충청남도",청양군,30948,8887,22061,10023,20925,28.72,32.39,30440,8741,21699,9914,20526,28.72,32.57,30266,8691,21575,9983,20283,28.72,32.98,30168,8663,21505,10171,19997,28.72,33.71,29658,8517,21141,10098,19560,28.72,34.05
"충청남도",홍성군,100102,80152,19950,75586,24516,80.07,75.51,99324,79460,19864,75060,24264,80.00,75.57,98068,78454,19614,74061,24007,80.00,75.52,97524,79391,18133,74014,23510,81.41,75.89,99198,80754,18444,76357,22841,81.41,76.97
"충청남도",예산군,78084,50033,28051,43356,34728,64.08,55.52,76801,49211,27590,42837,33964,64.08,55.78,77385,51413,25972,44072,33313,66.44,56.95,78354,52057,26297,45808,32546,66.44,58.46,78772,52335,26437,47185,31587,66.44,59.90
"충청남도",태안군,62214,37969,24245,38126,24088,61.03,61.28,61526,37549,23977,37810,23716,61.03,61.45,61335,37545,23790,37557,23778,61.21,61.23,60784,37231,23553,37200,23584,61.25,61.20,60133,37283,22850,36808,23325,62.00,61.21
"전북특별자치도",소계,1804104,1468963,335141,1429319,374785,81.42,79.23,1786855,1459758,327097,1421490,365365,81.69,79.55,1769607,1453812,315795,1410440,359167,82.15,79.70,1754757,1438807,315950,1400322,354435,81.99,79.80,1738690,1394551,344139,1390152,348538,80.21,79.95
